name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,101,29577042,,yes,,,,"POLYGON ((-71.1396415 42.3406242, -71.1397555 42.3406669, -71.1397213 42.3407173, -71.1397532 42.3407292, -71.1397048 42.3408005, -71.1395587 42.3407458, -71.1396415 42.3406242))",POINT (-71.139665 42.3407138),185.3,1995.0
,102,29577223,,yes,,,,"POLYGON ((-71.1478892 42.3440028, -71.1479738 42.3440256, -71.1479107 42.3441543, -71.1478261 42.3441316, -71.1478892 42.3440028))",POINT (-71.1478999 42.3440786),112.7,1213.6
,103,29577407,,yes,,,,"POLYGON ((-71.1303949 42.3377295, -71.1305173 42.3377307, -71.1305149 42.3378769, -71.1303925 42.3378758, -71.1303949 42.3377295))",POINT (-71.1304549 42.3378032),163.8,1762.7
,104,29577562,,yes,,,,"POLYGON ((-71.1350454 42.3381323, -71.1351243 42.3381654, -71.135024 42.3382972, -71.1349353 42.3382601, -71.1349583 42.3382299, -71.1349141 42.3382114, -71.1349576 42.3381543, -71.1350115 42.3381769, -71.1350454 42.3381323))",POINT (-71.1350169 42.3382109),166.2,1788.8
,105,29577572,,yes,,,,"POLYGON ((-71.1303049 42.3379787, -71.1303083 42.3381375, -71.1301985 42.3381388, -71.1301952 42.33798, -71.1303049 42.3379787))",POINT (-71.1302517 42.3380588),159.5,1716.3
,106,29577653,,yes,,,,"POLYGON ((-71.1329822 42.3389624, -71.1332467 42.3389775, -71.1332125 42.339307, -71.1330303 42.3392967, -71.1330407 42.3391968, -71.1329585 42.3391921, -71.1329822 42.3389624))",POINT (-71.1331081 42.3391233),726.2,7817.0
,107,29578072,,yes,,,,"POLYGON ((-71.1295878 42.3378051, -71.1296547 42.3379545, -71.1295439 42.3379817, -71.1294771 42.3378324, -71.1295878 42.3378051))",POINT (-71.1295659 42.3378934),168.0,1807.9
,108,29578153,,yes,,,,"POLYGON ((-71.1311252 42.3380666, -71.1313875 42.3380923, -71.1313631 42.3382286, -71.1312665 42.3382191, -71.1312777 42.3381568, -71.1312009 42.3381492, -71.1311898 42.3382115, -71.1311008 42.3382028, -71.1311252 42.3380666))",POINT (-71.1312458 42.3381419),288.1,3101.0
,109,29578269,,yes,,,,"POLYGON ((-71.1352034 42.3382442, -71.1353276 42.3382977, -71.1352473 42.3384002, -71.1351231 42.3383467, -71.1352034 42.3382442))",POINT (-71.1352253 42.3383222),155.7,1676.4
,110,29578475,,yes,,,,"POLYGON ((-71.1300091 42.3386171, -71.1300312 42.3387027, -71.1298709 42.3387253, -71.1298488 42.3386397, -71.1300091 42.3386171))",POINT (-71.12994 42.3386712),130.1,1400.1
,111,29578677,,yes,,,,"POLYGON ((-71.1394918 42.3398003, -71.1395827 42.3399959, -71.1394389 42.3400327, -71.139348 42.339837, -71.1394918 42.3398003))",POINT (-71.1394653 42.3399165),287.9,3098.8
,112,29578735,,yes,,,,"POLYGON ((-71.1392312 42.3399164, -71.1392893 42.3400416, -71.1391248 42.3400837, -71.1390666 42.3399585, -71.1392312 42.3399164))",POINT (-71.139178 42.34),210.8,2269.3
,113,29579101,,yes,,,,"POLYGON ((-71.1363336 42.3363737, -71.1365625 42.3363783, -71.1365599 42.3364498, -71.136331 42.3364452, -71.1363336 42.3363737))",POINT (-71.1364468 42.3364117),149.8,1612.6
,114,29579110,,yes,,,,"POLYGON ((-71.138947 42.3442724, -71.1390452 42.3443342, -71.1389208 42.3444429, -71.1388226 42.3443811, -71.138947 42.3442724))",POINT (-71.1389339 42.3443577),167.9,1807.7
,115,29579205,,yes,,,,"POLYGON ((-71.1393563 42.3423925, -71.1394895 42.3424677, -71.13939 42.3425648, -71.1392567 42.3424896, -71.1393563 42.3423925))",POINT (-71.1393731 42.3424787),186.8,2010.8
,116,29579429,,yes,,,,"POLYGON ((-71.1381693 42.3358998, -71.1381924 42.3359295, -71.1382335 42.3359118, -71.1382798 42.335971, -71.1382387 42.3359887, -71.1382567 42.3360118, -71.13806 42.3360327, -71.1380098 42.3359683, -71.1381693 42.3358998))",POINT (-71.1381473 42.3359723),201.5,2169.5
,117,29579549,,yes,,,,"POLYGON ((-71.138644 42.3420645, -71.1387482 42.3421342, -71.1386179 42.3422413, -71.1385137 42.3421716, -71.138644 42.3420645))",POINT (-71.1386309 42.3421529),185.1,1992.8
,118,29579582,,yes,,,,"POLYGON ((-71.1448086 42.3389991, -71.1448157 42.3390288, -71.1448774 42.3390208, -71.1448926 42.3390849, -71.1448262 42.3390935, -71.1448373 42.3391403, -71.1449019 42.3391319, -71.1449172 42.3391963, -71.14485 42.339205, -71.1448613 42.3392527, -71.1449253 42.3392443, -71.1449415 42.339313, -71.1447006 42.3393444, -71.1446245 42.3390231, -71.1448086 42.3389991))",POINT (-71.1447747 42.3391711),663.1,7137.3
,119,29579875,,yes,,,,"POLYGON ((-71.13846 42.34201, -71.1385599 42.3420644, -71.1384578 42.3421673, -71.1383581 42.342113, -71.13846 42.34201))",POINT (-71.138459 42.3420887),144.7,1557.3
,120,29579898,,yes,,,,"POLYGON ((-71.1418076 42.3397324, -71.1419916 42.339791, -71.1419351 42.3398887, -71.1417511 42.3398301, -71.1418076 42.3397324))",POINT (-71.1418713 42.3398106),194.7,2095.8
,121,29580006,,yes,,,,"POLYGON ((-71.1311588 42.3429446, -71.1314003 42.3430483, -71.1313534 42.3431084, -71.1311118 42.3430047, -71.1311588 42.3429446))",POINT (-71.1312561 42.3430265),177.3,1908.5
,122,29580073,,yes,,,,"POLYGON ((-71.1301227 42.3367074, -71.1301506 42.3368547, -71.1300407 42.3368663, -71.1300127 42.3367189, -71.1301227 42.3367074))",POINT (-71.1300817 42.3367868),151.1,1626.9
,123,29580231,,yes,,,,"POLYGON ((-71.145946 42.3405104, -71.1459523 42.3405359, -71.1459879 42.3405311, -71.1460142 42.3406386, -71.145865 42.3406586, -71.1458374 42.3405459, -71.1458884 42.3405391, -71.1458834 42.3405187, -71.145946 42.3405104))",POINT (-71.1459247 42.3405881),169.1,1820.3
,124,29580237,,yes,,,,"POLYGON ((-71.1480254 42.3374762, -71.1480649 42.3375833, -71.1479068 42.3376153, -71.1478674 42.3375083, -71.1480254 42.3374762))",POINT (-71.1479661 42.3375458),166.3,1790.3
,125,29580238,,yes,,,,"POLYGON ((-71.1338909 42.3388014, -71.1340516 42.3388467, -71.1339715 42.3390032, -71.1339143 42.3389871, -71.1339006 42.339014, -71.1338451 42.3389984, -71.1338593 42.3389707, -71.133811 42.3389571, -71.1338909 42.3388014))",POINT (-71.1339284 42.3389073),278.6,2999.1
,126,29580401,,yes,,,,"POLYGON ((-71.1379934 42.3417803, -71.138091 42.3418334, -71.1379802 42.3419453, -71.1378827 42.3418922, -71.1379934 42.3417803))",POINT (-71.1379868 42.3418628),153.6,1653.6
,127,29580421,,yes,,,,"POLYGON ((-71.1421934 42.3398508, -71.1423436 42.3398638, -71.1423213 42.3400039, -71.1421179 42.3399862, -71.1421354 42.339876, -71.1421886 42.3398806, -71.1421934 42.3398508))",POINT (-71.1422347 42.3399287),249.5,2685.4
,128,29580508,,yes,,,,"POLYGON ((-71.1466512 42.3424484, -71.1466826 42.3425251, -71.1467112 42.3425187, -71.1467468 42.3426056, -71.1468015 42.3425934, -71.1468113 42.3426172, -71.1468511 42.3426083, -71.1468421 42.3425864, -71.1471043 42.3425277, -71.1471582 42.3426593, -71.147029 42.3426882, -71.1470246 42.3426774, -71.1468872 42.3427082, -71.1468783 42.3426864, -71.1468395 42.3426951, -71.1468491 42.3427186, -71.1467908 42.3427317, -71.1468167 42.342795, -71.1468532 42.3427869, -71.1468856 42.342866, -71.1467592 42.3428943, -71.1467549 42.3428838, -71.1466164 42.3429148, -71.1466098 42.3428986, -71.1465695 42.3429076, -71.1465845 42.3429442, -71.1465383 42.3429545, -71.1465326 42.3429406, -71.1464719 42.3429542, -71.146412 42.3428079, -71.1465142 42.342785, -71.1465312 42.3428265, -71.1465958 42.3428121, -71.1465885 42.3427942, -71.1466838 42.3427729, -71.1466762 42.3427544, -71.1467105 42.3427467, -71.1466599 42.3426231, -71.1466243 42.3426311, -71.1466156 42.34261, -71.1465192 42.3426316, -71.1465122 42.3426145, -71.1464577 42.3426267, -71.1464738 42.342666, -71.1463689 42.3426895, -71.1463036 42.34253, -71.1464117 42.3425058, -71.1464265 42.3425418, -71.1464643 42.3425334, -71.1464572 42.3425161, -71.14656 42.3424931, -71.1465509 42.3424709, -71.1466512 42.3424484))",POINT (-71.1466968 42.3426833),1556.7,16755.9
,129,29580523,,yes,,,,"POLYGON ((-71.1367046 42.3435291, -71.1367646 42.3435881, -71.1366773 42.3436369, -71.1366174 42.3435779, -71.1367046 42.3435291))",POINT (-71.136691 42.343583),73.8,794.8
,130,29580555,,yes,,,,"POLYGON ((-71.133581 42.3363521, -71.1335911 42.336465, -71.1335083 42.336469, -71.1335117 42.3365065, -71.1334142 42.3365112, -71.1334106 42.3364701, -71.1333236 42.3364744, -71.1333139 42.3363652, -71.133581 42.3363521))",POINT (-71.1334543 42.3364227),307.6,3310.6
,131,29580607,,yes,,,,"POLYGON ((-71.1353137 42.3420441, -71.1353638 42.3420555, -71.1353311 42.342135, -71.1352811 42.3421237, -71.1353137 42.3420441))",POINT (-71.1353224 42.3420896),39.8,428.5
,132,29580637,,yes,,,,"POLYGON ((-71.1344702 42.3438153, -71.1346129 42.3438501, -71.1345807 42.3439228, -71.1345538 42.3439162, -71.1345329 42.3439633, -71.1344726 42.3439486, -71.1344928 42.3439031, -71.1344373 42.3438896, -71.1344702 42.3438153))",POINT (-71.1345224 42.3438827),134.8,1450.7
,133,29580654,,yes,,,,"POLYGON ((-71.1299225 42.3358035, -71.1300725 42.3359085, -71.1300119 42.3359562, -71.1299812 42.3359346, -71.129906 42.3359938, -71.1297867 42.3359103, -71.1299225 42.3358035))",POINT (-71.1299259 42.335901),245.6,2643.1
,134,29580660,,yes,,,,"POLYGON ((-71.1313628 42.3374634, -71.1315186 42.3374728, -71.1314968 42.3376718, -71.131341 42.3376624, -71.1313628 42.3374634))",POINT (-71.1314298 42.3375676),285.5,3072.7
,135,29580771,,yes,,,,"POLYGON ((-71.1305887 42.3364594, -71.1306489 42.3366177, -71.1304386 42.3366618, -71.1303954 42.3365484, -71.1305003 42.3365265, -71.1304831 42.3364815, -71.1305887 42.3364594))",POINT (-71.1305259 42.3365681),282.4,3039.4
,136,29580860,,yes,,,,"POLYGON ((-71.1387745 42.3403882, -71.138853 42.3404647, -71.1387823 42.3405046, -71.1388017 42.3405234, -71.1387443 42.3405558, -71.1386464 42.3404605, -71.1387745 42.3403882))",POINT (-71.1387511 42.3404693),157.1,1691.3
,137,29580889,,yes,,,,"POLYGON ((-71.1303255 42.3385629, -71.1303555 42.3386566, -71.1301875 42.338686, -71.1301575 42.3385923, -71.1303255 42.3385629))",POINT (-71.1302565 42.3386245),152.1,1636.7
,138,29581062,,yes,,,,"POLYGON ((-71.1306668 42.3390458, -71.1306746 42.3390939, -71.1306377 42.3390972, -71.1306412 42.3391184, -71.1306032 42.3391218, -71.1305984 42.3390924, -71.1305341 42.3390982, -71.1305275 42.3390584, -71.1306668 42.3390458))",POINT (-71.1306059 42.3390782),64.7,695.9
,139,29581142,,yes,,,,"POLYGON ((-71.1328373 42.3416104, -71.1328403 42.3417131, -71.1326686 42.341716, -71.1326655 42.3416133, -71.1328373 42.3416104))",POINT (-71.1327529 42.3416632),161.4,1737.4
,140,29581148,,yes,,,,"POLYGON ((-71.1342723 42.3427575, -71.1343515 42.342772, -71.1343347 42.3428221, -71.1344399 42.3428415, -71.1344097 42.342932, -71.1343129 42.3429141, -71.1343064 42.3429333, -71.1342188 42.3429172, -71.1342723 42.3427575))",POINT (-71.1343224 42.342859),216.8,2333.8
,141,29581185,,yes,,,,"POLYGON ((-71.1362354 42.3418913, -71.1363773 42.3419804, -71.136318 42.3420324, -71.1362454 42.3419868, -71.1362224 42.342007, -71.1361789 42.3419796, -71.1361968 42.3419638, -71.136171 42.3419476, -71.1362354 42.3418913))",POINT (-71.1362687 42.341964),131.4,1414.5
,142,29581335,,yes,,,,"POLYGON ((-71.1299108 42.3421146, -71.1301016 42.3421441, -71.1300799 42.3422215, -71.1299725 42.342205, -71.1299802 42.3421773, -71.1298969 42.3421644, -71.1299108 42.3421146))",POINT (-71.1300066 42.342165),119.0,1280.9
,143,29581403,,yes,,,,"POLYGON ((-71.1336508 42.3380785, -71.133814 42.3381123, -71.1337745 42.3382174, -71.1336112 42.3381836, -71.1336508 42.3380785))",POINT (-71.1337126 42.338148),169.2,1820.9
,144,29581585,,yes,,,,"POLYGON ((-71.1397559 42.3371468, -71.1397596 42.3371561, -71.1397799 42.3371516, -71.1397964 42.3371927, -71.1397749 42.3371974, -71.139804 42.33727, -71.1397723 42.337277, -71.1398327 42.3374278, -71.1398414 42.3374259, -71.1398686 42.3374937, -71.1398549 42.3374967, -71.1398905 42.3375858, -71.1399086 42.3375818, -71.1399235 42.3376187, -71.1399095 42.3376217, -71.1399565 42.3377394, -71.139973 42.3377357, -71.1402582 42.3376728, -71.1402022 42.3375322, -71.1400987 42.337555, -71.1400184 42.3373539, -71.1401649 42.3373217, -71.1402307 42.3374869, -71.1403 42.3374717, -71.1403703 42.3376481, -71.1404759 42.3376248, -71.1404676 42.3376037, -71.1405064 42.3375952, -71.1405238 42.3376384, -71.1405543 42.3376317, -71.140574 42.3376808, -71.1406429 42.3376655, -71.1406769 42.3377502, -71.1406463 42.337757, -71.1406407 42.3377429, -71.1405295 42.3377675, -71.1405355 42.3377824, -71.1403663 42.3378198, -71.1403586 42.3378006, -71.1402538 42.3378237, -71.1402596 42.3378379, -71.1402157 42.3378475, -71.140211 42.3378359, -71.1401621 42.3378466, -71.1401715 42.3378702, -71.1400211 42.3379034, -71.1397972 42.3379528, -71.1395721 42.3373912, -71.1395535 42.3373953, -71.1395153 42.3372998, -71.1395417 42.337294, -71.1395049 42.3372021, -71.1397559 42.3371468))",POINT (-71.139984 42.3375965),3164.1,34058.1
,145,29581820,,yes,,,,"POLYGON ((-71.1374826 42.3405922, -71.1375515 42.3406463, -71.1375972 42.3406144, -71.1376903 42.3406877, -71.1375679 42.3407734, -71.1374058 42.3406459, -71.1374826 42.3405922))",POINT (-71.1375496 42.3406788),227.1,2444.0
,146,29582046,,yes,,,,"POLYGON ((-71.1293811 42.3420229, -71.1295991 42.3420565, -71.1295798 42.3421252, -71.1294087 42.3420988, -71.1294154 42.3420749, -71.1293686 42.3420676, -71.1293811 42.3420229))",POINT (-71.1294879 42.3420733),132.2,1422.5
,147,29582124,,yes,,,,"POLYGON ((-71.1464953 42.3392817, -71.1465592 42.3393129, -71.1465027 42.3393766, -71.1464388 42.3393452, -71.1464953 42.3392817))",POINT (-71.146499 42.3393291),53.3,574.2
,148,29582221,,yes,,,,"POLYGON ((-71.1460926 42.3428126, -71.1461699 42.3428835, -71.1460294 42.3429677, -71.1459522 42.3428969, -71.1460926 42.3428126))",POINT (-71.146061 42.3428902),150.5,1620.4
,149,29582304,,yes,,,,"POLYGON ((-71.1332648 42.336799, -71.1334179 42.3368024, -71.133416 42.3368497, -71.133464 42.3368508, -71.1334597 42.3369576, -71.1333602 42.3369554, -71.1333564 42.3370507, -71.1332506 42.3370483, -71.133253 42.3369893, -71.1332956 42.3369902, -71.1332974 42.3369461, -71.133259 42.3369453, -71.1332648 42.336799))",POINT (-71.1333463 42.3369107),338.3,3641.4
,150,29582583,,yes,,,,"POLYGON ((-71.1455139 42.3404891, -71.1456254 42.3404987, -71.1456002 42.3406605, -71.1454887 42.340651, -71.1455139 42.3404891))",POINT (-71.145557 42.3405748),167.3,1800.4
,151,29582650,,yes,,,,"POLYGON ((-71.1447279 42.3404147, -71.1448522 42.3404938, -71.1447647 42.3405695, -71.1446404 42.3404904, -71.1447279 42.3404147))",POINT (-71.1447463 42.3404921),149.4,1607.8
,152,29583952,,yes,,,,"POLYGON ((-71.129076 42.3367756, -71.1291691 42.3368002, -71.129184 42.3367693, -71.1292846 42.3367959, -71.1292154 42.3369388, -71.1290218 42.3368876, -71.129076 42.3367756))",POINT (-71.1291559 42.3368498),255.8,2753.6
,153,29584079,,yes,,,,"POLYGON ((-71.146497 42.3378399, -71.1465109 42.3379417, -71.1463361 42.3379548, -71.1463222 42.3378529, -71.146497 42.3378399))",POINT (-71.1464165 42.3378973),164.5,1770.7
,154,29584101,,yes,,,,"POLYGON ((-71.1429867 42.3385312, -71.1430282 42.3386549, -71.142932 42.3386727, -71.1428905 42.338549, -71.1429867 42.3385312))",POINT (-71.1429593 42.3386019),115.6,1244.3
,155,29584174,,yes,,,,"POLYGON ((-71.1348797 42.3428761, -71.1349591 42.3428907, -71.1349042 42.343054, -71.1348094 42.3430365, -71.1348159 42.3430174, -71.1347203 42.3429997, -71.134751 42.3429083, -71.134862 42.3429289, -71.1348797 42.3428761))",POINT (-71.1348474 42.3429655),227.2,2446.0
,156,29584192,,yes,,,,"POLYGON ((-71.1290448 42.3428763, -71.1291461 42.342935, -71.1290832 42.3429949, -71.1289818 42.3429361, -71.1290448 42.3428763))",POINT (-71.129064 42.3429356),89.3,961.3
,157,29584422,,yes,,,,"POLYGON ((-71.1431535 42.338896, -71.1431819 42.3390214, -71.1429987 42.3390444, -71.1429703 42.3389189, -71.1431535 42.338896))",POINT (-71.1430761 42.3389702),216.2,2326.9
,158,29584588,,yes,,,,"POLYGON ((-71.1290618 42.336345, -71.1290977 42.3364184, -71.1289138 42.3364678, -71.1288781 42.3363944, -71.1290618 42.336345))",POINT (-71.1289879 42.3364064),139.6,1502.4
,159,29584628,,yes,,,,"POLYGON ((-71.1321003 42.3410465, -71.132111 42.3411815, -71.1319899 42.3411868, -71.1319791 42.3410517, -71.1321003 42.3410465))",POINT (-71.1320451 42.3411166),150.2,1616.3
,160,29584707,,yes,,,,"POLYGON ((-71.1420231 42.3428526, -71.1418414 42.3427725, -71.1421986 42.3423299, -71.1421847 42.3423238, -71.1422647 42.3422245, -71.1425274 42.3423403, -71.1424393 42.3424496, -71.1423903 42.342428, -71.1423528 42.3424357, -71.1421236 42.3427196, -71.1423454 42.3428174, -71.142212 42.3429826, -71.1423584 42.3430471, -71.1423022 42.3431167, -71.14231 42.3431201, -71.1422804 42.3431567, -71.1422512 42.3431439, -71.1422335 42.3431659, -71.1419279 42.3430311, -71.1420391 42.3428934, -71.1420231 42.3428526))",POINT (-71.1421655 42.3427058),2264.3,24373.0
,161,29584708,,yes,,,,"POLYGON ((-71.134257 42.3424554, -71.1343773 42.3424794, -71.1343397 42.3425831, -71.1342192 42.3425591, -71.134257 42.3424554))",POINT (-71.1342983 42.3425193),122.5,1318.3
,162,29584775,,yes,,,,"POLYGON ((-71.130648 42.3371053, -71.1308212 42.3371172, -71.1308052 42.3372451, -71.1306321 42.3372332, -71.130648 42.3371053))",POINT (-71.1307266 42.3371752),204.3,2199.1
,163,29584935,,yes,,,,"POLYGON ((-71.1455984 42.342929, -71.1457336 42.343053, -71.1456211 42.3431205, -71.1454859 42.3429966, -71.1455984 42.342929))",POINT (-71.1456097 42.3430248),211.1,2271.9
,164,29584954,,school,,,,"POLYGON ((-71.1357751 42.3405036, -71.1360879 42.3407434, -71.136154 42.340696, -71.1362157 42.3407434, -71.1361892 42.3407624, -71.1363713 42.340902, -71.1364061 42.3408771, -71.1364729 42.3409284, -71.1364216 42.3409652, -71.136489 42.3410169, -71.1364341 42.3410563, -71.1368515 42.3413124, -71.1373789 42.3414371, -71.1373079 42.3416021, -71.1367913 42.3414799, -71.1363088 42.3411839, -71.1363466 42.34115, -71.1362484 42.3410747, -71.1362057 42.3411053, -71.1361274 42.3410452, -71.136154 42.3410261, -71.1360126 42.3409177, -71.1359834 42.3409387, -71.1358853 42.3408635, -71.135936 42.340827, -71.1356403 42.3406003, -71.1357751 42.3405036))",POINT (-71.13647 42.3411019),3393.8,36530.5
,165,29585016,,yes,,,,"POLYGON ((-71.138313 42.3425924, -71.1383569 42.3426217, -71.1382996 42.3426689, -71.1382557 42.3426396, -71.138313 42.3425924))",POINT (-71.1383063 42.3426307),34.3,369.3
,166,29585031,,yes,,,,"POLYGON ((-71.1483572 42.3376636, -71.148375 42.3377725, -71.1482253 42.3377859, -71.1482075 42.337677, -71.1483572 42.3376636))",POINT (-71.1482912 42.3377247),151.3,1628.6
,167,29585112,,yes,,,,"POLYGON ((-71.136983 42.3407695, -71.1370864 42.3408447, -71.1369464 42.3409507, -71.1368429 42.3408755, -71.136983 42.3407695))",POINT (-71.1369647 42.3408601),196.6,2116.5
,168,29585356,,yes,,,,"POLYGON ((-71.1477651 42.3387487, -71.1478619 42.3388092, -71.1477867 42.3388756, -71.1476898 42.3388151, -71.1477651 42.3387487))",POINT (-71.1477759 42.3388122),100.5,1081.4
,169,29585368,,yes,,,,"POLYGON ((-71.1342018 42.3384935, -71.1343487 42.3385402, -71.134335 42.3385638, -71.1346081 42.3386507, -71.1345479 42.3387547, -71.1341282 42.3386212, -71.1342018 42.3384935))",POINT (-71.1343608 42.338628),510.5,5494.9
,170,29585561,,yes,,,,"POLYGON ((-71.1293579 42.3379085, -71.1294458 42.3379685, -71.1293523 42.3380439, -71.1292645 42.3379838, -71.1293579 42.3379085))",POINT (-71.1293551 42.3379762),111.9,1204.2
,171,29585635,,yes,,,,"POLYGON ((-71.1400408 42.3397114, -71.1400813 42.3398066, -71.1398754 42.3398548, -71.139835 42.3397596, -71.1400408 42.3397114))",POINT (-71.1399581 42.3397831),197.1,2121.3
,172,29585715,,yes,,,,"POLYGON ((-71.1353432 42.34303, -71.1356706 42.3431613, -71.1355359 42.3433464, -71.1352084 42.3432152, -71.1353432 42.34303))",POINT (-71.1354395 42.3431882),716.3,7709.8
,173,29585860,,yes,,,,"POLYGON ((-71.1390153 42.3399849, -71.1390698 42.3401024, -71.1388683 42.3401539, -71.1388138 42.3400364, -71.1390153 42.3399849))",POINT (-71.1389418 42.3400694),242.2,2607.3
,174,29585982,,yes,,,,"POLYGON ((-71.1341525 42.33787, -71.1343177 42.3379106, -71.134279 42.3379974, -71.1341138 42.3379568, -71.1341525 42.33787))",POINT (-71.1342158 42.3379337),145.5,1566.5
,175,29586286,,yes,,,,"POLYGON ((-71.1381395 42.3418672, -71.1382463 42.3419254, -71.1381397 42.3420333, -71.1380327 42.341975, -71.1381395 42.3418672))",POINT (-71.1381395 42.3419502),162.3,1746.9
,176,29586338,,yes,,,,"POLYGON ((-71.1374961 42.3439064, -71.1375964 42.3439695, -71.137524 42.3440329, -71.1374236 42.3439698, -71.1374961 42.3439064))",POINT (-71.13751 42.3439697),100.0,1076.4
,177,29586350,,yes,,,,"POLYGON ((-71.14242 42.3407589, -71.1426097 42.3408272, -71.142548 42.3409213, -71.1423585 42.340853, -71.14242 42.3407589))",POINT (-71.1424841 42.3408401),201.7,2170.7
,178,29586508,,yes,,,,"POLYGON ((-71.1484919 42.3388304, -71.1489533 42.3389812, -71.1488687 42.3391226, -71.1487342 42.3390787, -71.148731 42.339084, -71.1486386 42.3390537, -71.1486417 42.3390485, -71.1484072 42.3389719, -71.1484919 42.3388304))",POINT (-71.1486803 42.3389772),719.1,7740.5
